Gene	Symbol	Mock.no4sU.A Readcount	Mock.1h.A Readcount	Mock.2h.A Readcount	Mock.2h.B Readcount	Mock.3h.A Readcount	Mock.4h.A Readcount	SARS.no4sU.A Readcount	SARS.1h.A Readcount	SARS.2h.A Readcount	SARS.2h.B Readcount	SARS.3h.A Readcount	SARS.4h.A Readcount	Mock.1h.A 0.05 quantile	Mock.1h.A Mean	Mock.1h.A MAP	Mock.1h.A 0.95 quantile	Mock.2h.A 0.05 quantile	Mock.2h.A Mean	Mock.2h.A MAP	Mock.2h.A 0.95 quantile	Mock.2h.B 0.05 quantile	Mock.2h.B Mean	Mock.2h.B MAP	Mock.2h.B 0.95 quantile	Mock.3h.A 0.05 quantile	Mock.3h.A Mean	Mock.3h.A MAP	Mock.3h.A 0.95 quantile	Mock.4h.A 0.05 quantile	Mock.4h.A Mean	Mock.4h.A MAP	Mock.4h.A 0.95 quantile	SARS.1h.A 0.05 quantile	SARS.1h.A Mean	SARS.1h.A MAP	SARS.1h.A 0.95 quantile	SARS.2h.A 0.05 quantile	SARS.2h.A Mean	SARS.2h.A MAP	SARS.2h.A 0.95 quantile	SARS.2h.B 0.05 quantile	SARS.2h.B Mean	SARS.2h.B MAP	SARS.2h.B 0.95 quantile	SARS.3h.A 0.05 quantile	SARS.3h.A Mean	SARS.3h.A MAP	SARS.3h.A 0.95 quantile	SARS.4h.A 0.05 quantile	SARS.4h.A Mean	SARS.4h.A MAP	SARS.4h.A 0.95 quantile	Mock.1h.A alpha	Mock.1h.A beta	Mock.2h.A alpha	Mock.2h.A beta	Mock.2h.B alpha	Mock.2h.B beta	Mock.3h.A alpha	Mock.3h.A beta	Mock.4h.A alpha	Mock.4h.A beta	SARS.1h.A alpha	SARS.1h.A beta	SARS.2h.A alpha	SARS.2h.A beta	SARS.2h.B alpha	SARS.2h.B beta	SARS.3h.A alpha	SARS.3h.A beta	SARS.4h.A alpha	SARS.4h.A beta	Length
ENSG00000115306	SPTBN1	2075.5	23527.5	19552	17027	25662.5	20478.3333	938	6027.5	9088.5	9362.6667	4021.5	5384	0.0552	0.0592	0.0591	0.0634	0.2284	0.2356	0.2356	0.2429	0.2372	0.2449	0.2448	0.2527	0.3353	0.3423	0.3422	0.3493	0.4697	0.4781	0.4781	0.4865	0.0972	0.1077	0.1073	0.1185	0.6198	0.6357	0.6356	0.6513	0.6072	0.6225	0.6224	0.6375	0.7869	0.8111	0.8111	0.8341	0.9346	0.9549	0.955	0.9713	533.2348	8468.8431	2172.7748	7048.9427	2060.9227	6354.1064	4247.5133	8162.3215	4563.1059	4981.1364	246.2197	2040.3853	1608.8874	922.277	1717.2115	1041.7217	604.3391	140.851	328.7717	15.6881	10226
ENSG00000115484	CCT4	652.5	6816.3333	5567.5	5967.5	9137.6667	7599	135	1502.1667	1517.8333	2008.5	699.8333	859	0.0104	0.0141	0.0138	0.0183	0.0701	0.0779	0.0777	0.086	0.0665	0.0736	0.0734	0.081	0.1105	0.1175	0.1174	0.1247	0.1714	0.1803	0.1801	0.1893	0.0227	0.0344	0.0331	0.0481	0.155	0.177	0.1761	0.1999	0.1278	0.1451	0.1444	0.1632	0.1687	0.2018	0.2001	0.2367	0.2577	0.292	0.2908	0.3271	34.0351	2373.0743	238.2221	2819.1219	259.3468	3263.9637	656.5632	4930.9815	898.3329	4085.1823	18.9694	531.7188	138.4244	643.6888	154.8944	912.6977	75.7498	299.5687	135.2035	327.9419	2520
ENSG00000068654	POLR1A	304	3462.2778	2802.5	2359.5	4258.7	3425.5	116.5	757	1103.5	1100	520	706.5	0.0238	0.0313	0.0307	0.0396	0.2419	0.2605	0.2601	0.2794	0.1943	0.2127	0.2122	0.2316	0.3415	0.3578	0.3576	0.3742	0.4635	0.4828	0.4826	0.502	0.0508	0.0733	0.0708	0.099	0.4791	0.5195	0.5189	0.5596	0.4798	0.5204	0.5197	0.5606	0.7247	0.7898	0.7898	0.8477	0.8296	0.8835	0.8839	0.9276	41.0346	1268.6395	385.0841	1093.2686	276.4298	1023.2568	829.3872	1488.6727	879.2899	942.2174	22.985	290.4418	216.207	200.0615	214.4331	197.7379	92.8767	24.8408	101.3557	13.5095	12749
ENSG00000115758	ODC1	838	11942.5	9033.5	7506.5	14883	12167	249	2223.5	2469.5	2577	1321.5	1813.5	0.0315	0.0361	0.0359	0.0409	0.1116	0.1196	0.1194	0.1277	0.0995	0.1073	0.1071	0.1152	0.1557	0.1623	0.1623	0.1691	0.2251	0.2334	0.2333	0.2417	0.1077	0.1254	0.1246	0.144	0.3757	0.4016	0.4012	0.4278	0.39	0.4144	0.4141	0.439	0.4761	0.5142	0.5137	0.5521	0.5368	0.5691	0.5688	0.601	153.842	4105.536	526.9556	3879.7165	450.8773	3752.917	1322.3501	6823.7177	1636.5783	5376.1451	112.6507	785.771	383.9749	572.1308	453.2993	640.5518	239.8523	226.6732	365.7114	276.9797	2653
ENSG00000143870	PDIA6	666	6614.5	5342	6189	11219	9672.5	105	1003	1088.5	1345.5	561	817	0.0158	0.02	0.0197	0.0245	0.0713	0.0791	0.0788	0.0871	0.0596	0.0663	0.0661	0.0732	0.0995	0.1055	0.1054	0.1116	0.1543	0.1618	0.1617	0.1693	0.0176	0.0301	0.0282	0.0453	0.1488	0.1735	0.1724	0.1994	0.1238	0.1443	0.1434	0.166	0.1368	0.1703	0.1681	0.2061	0.2337	0.2668	0.2656	0.3009	56.5838	2777.9121	249.4657	2906.2419	242.8062	3421.2187	746.6804	6331.6944	1052.4274	5453.1981	12.2317	393.7212	105.2136	501.2126	107.966	640.0989	53.8151	262.2734	124.8971	343.3024	2682
ENSG00000115464	USP34	297	2216	1439	2004	2839.5	2062.5	137	1144	1082.8333	1709	554.5	725	0.0404	0.0508	0.0501	0.0622	0.1981	0.2205	0.2199	0.2436	0.1733	0.1907	0.1902	0.2086	0.3358	0.354	0.3538	0.3723	0.4963	0.5192	0.5191	0.542	0.0301	0.0438	0.0423	0.0596	0.2976	0.3287	0.3279	0.3604	0.2692	0.293	0.2925	0.3172	0.3462	0.3916	0.3904	0.4376	0.6167	0.6607	0.6606	0.7032	55.6127	1037.6332	198.1226	700.3571	255.3712	1083.8173	655.7688	1196.9122	671.9342	622.3384	22.6155	493.3712	198.7158	405.9532	284.3885	686.3238	120.7012	187.6047	213.6576	109.8081	11357
ENSG00000082898	XPO1	732	5584.5	3658.5	4913.5	6850.5	4858.3333	389	2124	1989	3164	1056	1445.5	0.06	0.0676	0.0673	0.0755	0.2499	0.2651	0.2648	0.2804	0.256	0.2687	0.2686	0.2816	0.4165	0.4288	0.4288	0.4412	0.6397	0.6549	0.6548	0.6698	0.0806	0.0947	0.094	0.1097	0.5041	0.5308	0.5305	0.5573	0.4775	0.4979	0.4978	0.5182	0.6524	0.6895	0.6895	0.7253	0.8575	0.8879	0.8883	0.9149	193.2322	2665.8298	600.8644	1666.2217	877.8148	2388.8234	1856.0671	2472.3446	1757.9592	926.719	103.5601	989.4058	505.3522	446.876	812.7761	819.6449	300.0425	135.2218	288.507	36.5451	6776
ENSG00000114120	SLC25A36	244.3333	2174.1667	1268.3333	1998	2709.8333	1908.5	107	1031.8333	825	1615	484	519	0.0793	0.0929	0.0922	0.1073	0.4095	0.4398	0.4394	0.4702	0.4266	0.4495	0.4493	0.4724	0.5915	0.6124	0.6123	0.6329	0.803	0.8255	0.8257	0.8468	0.1376	0.1626	0.1614	0.189	0.4778	0.5181	0.5176	0.558	0.4527	0.4803	0.4801	0.508	0.5777	0.6312	0.631	0.6829	0.7348	0.7854	0.7859	0.8317	108.1132	1055.8855	318.6196	405.9312	573.4522	702.4007	916.7121	580.3958	669.221	141.5954	90.2489	464.6947	216.7972	201.7622	424.64	459.4691	143.1314	83.7244	151.8046	41.5919	4638
ENSG00000173402	DAG1	685	8752.6667	7233.5	5908	11464.5	9717	101	2155	2217.5	2176.5	910	1145	0.0177	0.022	0.0217	0.0266	0.1287	0.1378	0.1376	0.1472	0.1033	0.1123	0.112	0.1215	0.1959	0.2042	0.2041	0.2125	0.2663	0.276	0.2759	0.2858	0.0341	0.0454	0.0444	0.058	0.2303	0.2524	0.2518	0.275	0.2216	0.2434	0.2428	0.2657	0.3291	0.3683	0.3672	0.408	0.3808	0.416	0.4153	0.4515	63.7113	2833.8421	519.5295	3250.2489	367.4566	2905.7105	1311.2773	5111.4326	1556.7952	4083.7102	36.8536	774.9403	258.3497	765.2614	249.0412	774.2685	148.4628	254.7456	218.4112	306.6735	5829
ENSG00000163788	SNRK	95	786.5	621.5	689	983.5	793	135	402.5	647	780.5	368	551	0.1921	0.2269	0.2253	0.2633	0.8492	0.9024	0.9031	0.9444	0.8068	0.8527	0.8534	0.8932	0.9434	0.9831	0.982	0.9949	0.9441	0.987	0.9865	0.996	0.215	0.2681	0.2649	0.3239	0.946	1	1	0.9981	0.9261	0.9782	0.98	0.9943	0.9604	1	1	0.9991	0.985	1	1	0.9997	84.7706	288.848	93.6296	10.2667	154.1727	26.7413	87.2931	2.2343	79.6479	1.916	47.6433	130.14	64.0089	1.3046	61.3502	2.0024	78.3164	1.0888	200.9779	1.0182	5183
ENSG00000156976	EIF4A2	977	7919.0833	5128.9167	7949.5	11719.0833	9463.8333	476.5	3144.8333	3341.5	5738.25	1797	2371	0.3132	0.3251	0.325	0.3371	0.4656	0.4805	0.4804	0.4954	0.5115	0.5235	0.5235	0.5355	0.5939	0.6038	0.6038	0.6136	0.682	0.6925	0.6925	0.7028	0.4584	0.4804	0.4802	0.5024	0.8066	0.8274	0.8275	0.8472	0.7927	0.8084	0.8085	0.8236	0.8526	0.8807	0.8809	0.9059	0.8944	0.9169	0.9171	0.9368	1358.6073	2820.2342	1458.8939	1577.5372	2452.5098	2232.1681	4025.0004	2641.2094	3691.5953	1639.792	667.9383	722.4889	771.433	161.0426	1413.9099	335.1785	350.6249	47.6528	418.7306	38.0897	5327
ENSG00000162244	RPL29	688.8333	8868.5262	8802.4429	6679.7167	11083.7583	10253.55	147.5	1599.3833	1977.8	1968.4167	670.5	856.4833	0.0248	0.0299	0.0296	0.0353	0.0682	0.0751	0.0749	0.0823	0.0649	0.0727	0.0724	0.0809	0.1071	0.1144	0.1142	0.1218	0.1393	0.1474	0.1473	0.1557	0.0649	0.0838	0.0822	0.1044	0.1184	0.1384	0.1374	0.1594	0.1416	0.1637	0.1626	0.1867	0.1073	0.1411	0.1382	0.1779	0.2256	0.2642	0.2624	0.3043	83.6042	2715.344	285.7666	3517.4936	206.4575	2633.1833	579.7093	4488.2227	741.2851	4287.6176	44.3486	485.1422	106.3171	662.0592	118.784	607.1113	36.904	224.7207	89.5002	249.3235	880
ENSG00000174748	RPL15	1608.2333	16838.1611	14519.3262	14986.85	26115.0464	21854.4833	374.0833	4558.75	4624.1167	5945.7	2098.4167	2548.95	0.0223	0.0254	0.0253	0.0286	0.0625	0.0671	0.067	0.0718	0.0635	0.0679	0.0678	0.0724	0.0948	0.0987	0.0987	0.1027	0.1335	0.1383	0.1382	0.1431	0.0337	0.0411	0.0406	0.049	0.1034	0.114	0.1137	0.125	0.1005	0.1097	0.1095	0.1192	0.1097	0.1257	0.1251	0.1426	0.1833	0.2006	0.2002	0.2184	168.0758	6454.9651	526.6866	7322.9976	579.9256	7959.9787	1537.0217	14034.7838	1911.363	11913.0923	73.9875	1727.8275	266.6528	2072.1073	332.0155	2693.9454	137.6958	957.4493	281.8665	1123.1472	2835
ENSG00000177311	ZBTB38	187	1664	1288	1553	2360.5	1786.8333	162	627	778	1035	436	617	0.1167	0.1359	0.135	0.156	0.4958	0.5287	0.5284	0.5614	0.503	0.5318	0.5316	0.5604	0.6718	0.6955	0.6956	0.7187	0.811	0.8365	0.8368	0.8605	0.1431	0.1784	0.1761	0.2161	0.7311	0.7796	0.7797	0.8242	0.7235	0.764	0.7641	0.802	0.8239	0.8882	0.8892	0.9386	0.9623	1	1	0.9989	111.547	709.3542	330.9987	295.1487	433.8683	382.0532	723.301	316.7227	504.7827	98.758	52.8961	243.6532	166.5282	47.1979	241.4873	74.7147	71.2127	9.0944	87.4617	1.1967	7683
ENSG00000144655	CSRNP1	78	1032	864	737.6667	1170	910	171	460	1280	1231	789.1667	1101.5	0.6153	0.6635	0.663	0.7098	0.8945	0.9457	0.946	0.9784	0.9515	1	1	0.9982	0.9036	0.9435	0.9438	0.9722	0.9248	0.9677	0.9676	0.9893	0.5498	0.6244	0.6227	0.6952	0.9796	1	1	0.9996	0.9816	1	1	0.9996	0.9848	1	1	0.9997	0.9878	1	1	0.9998	178.8856	90.8356	73.7878	4.4721	72.5014	1.3346	114.1035	7.0149	82.1847	3.1436	74.3469	44.8506	151.8865	1.0718	167.3211	1.0564	198.8077	1.0233	247.4794	1.0267	3148
ENSG00000144028	SNRNP200	851.8333	10311.0833	8630.8333	8058	14086.5	12003	184	2382	2786	3067.8333	1191	1510	0.0205	0.0245	0.0243	0.0287	0.1152	0.1229	0.1228	0.1308	0.111	0.1187	0.1186	0.1267	0.1674	0.1742	0.1741	0.1811	0.2241	0.2321	0.232	0.2402	0.0533	0.0657	0.0649	0.0792	0.2952	0.3162	0.3158	0.3375	0.3047	0.3253	0.3249	0.3461	0.3896	0.4252	0.4245	0.461	0.5133	0.5462	0.5459	0.5787	92.7603	3696.5063	591.757	4221.654	546.3211	4055.2602	1435.7041	6806.7527	1727.1278	5715.2184	64.6361	918.6581	412.6888	892.5981	451.8129	937.239	220.1777	297.7623	342.8026	284.9298	7165
ENSG00000163513	TGFBR2	410	4464	3443	3241.5	5232.5	4003	133.5	1421.5	1617	1981	725.5	959	0.0317	0.0389	0.0385	0.0467	0.257	0.2742	0.2739	0.2917	0.2219	0.2379	0.2376	0.2543	0.415	0.4306	0.4304	0.4461	0.6699	0.6885	0.6885	0.7068	0.0651	0.0824	0.0811	0.1012	0.4575	0.4901	0.4897	0.5226	0.3811	0.4079	0.4075	0.4348	0.598	0.6491	0.6487	0.6983	0.751	0.795	0.7951	0.8354	70.012	1729.0603	490.0796	1297.4936	443.5402	1420.7069	1180.1523	1561.0159	1174.9037	531.5746	51.2622	570.9562	311.9791	324.674	368.0895	534.4485	158.4766	85.764	195.8629	50.6353	4621
ENSG00000152492	CCDC50	295	3141.5	2512.5	2394	3963	3214.5	105	875	932.5	1239.5	475	522	0.0655	0.077	0.0765	0.0893	0.1688	0.1866	0.1861	0.205	0.2023	0.2205	0.22	0.2391	0.2746	0.2905	0.2902	0.3066	0.3936	0.4133	0.4131	0.433	0.0909	0.1164	0.1145	0.1441	0.3528	0.3933	0.3922	0.4343	0.4167	0.4519	0.4513	0.4873	0.5207	0.5831	0.5822	0.6436	0.671	0.7314	0.7314	0.7874	104.2159	1248.201	233.751	1018.7806	302.9346	1071.1861	634.1553	1549.0664	696.8292	989.3882	45.5283	345.5757	152.4362	235.2318	242.6672	294.3823	101.0328	72.3455	113.9419	41.9525	8429
ENSG00000136068	FLNB	651.5	7212.5	6198.5	5164.5	8392	7083	231.5	1931.5	2167	2196	952.5	1463.5	0.0224	0.0274	0.0271	0.0328	0.1218	0.1315	0.1312	0.1414	0.0992	0.1088	0.1085	0.1187	0.2197	0.2299	0.2298	0.2403	0.2748	0.2865	0.2864	0.2984	0.0295	0.041	0.0399	0.054	0.3107	0.3361	0.3356	0.3619	0.2878	0.3127	0.3121	0.338	0.5034	0.5491	0.5483	0.5941	0.7426	0.7812	0.7811	0.8172	73.079	2596.0771	422.3121	2790.0859	297.0778	2433.7606	1031.6507	3454.9342	1136.252	2829.3426	28.9576	676.9168	308.2315	608.8442	288.2816	633.7054	178.0879	146.3552	258.4988	72.5481	9463
ENSG00000145012	LPP	402.1667	3686.8944	2624.45	3540.6167	5246.6302	3770.8	121.7	1446.8167	1285.3333	1895.4302	618.4262	628.325	0.0723	0.0823	0.0819	0.0928	0.2074	0.2241	0.2238	0.2412	0.1991	0.2128	0.2125	0.2268	0.2691	0.2816	0.2814	0.2941	0.3668	0.3825	0.3824	0.3983	0.0893	0.1074	0.1064	0.1267	0.3746	0.4057	0.4052	0.4371	0.3521	0.3766	0.3762	0.4013	0.3669	0.4099	0.409	0.4534	0.5805	0.6265	0.6263	0.6713	159.2732	1776.4418	368.8026	1276.8674	500.9435	1853.1557	985.661	2515.0716	981.1608	1583.9615	79.075	657.2772	270.9609	396.9464	394.2201	652.6437	143.0773	206.0028	192.0099	114.5482	18277
ENSG00000196083	IL1RAP	375	2844.5	2047.5	2733.5	4124.5	3418.5	195	478.5	755	1015	459	842	0.0297	0.0378	0.0372	0.0467	0.2338	0.2539	0.2534	0.2744	0.2282	0.245	0.2446	0.262	0.396	0.4122	0.4121	0.4284	0.5462	0.5647	0.5646	0.583	0.0732	0.1032	0.1	0.1369	0.7632	0.8101	0.8104	0.8527	0.6962	0.7354	0.7354	0.7727	0.8551	0.9155	0.9168	0.9597	0.9675	1	1	0.999	51.2284	1302.5973	315.4484	927.2241	430.3758	1326.6997	1027.986	1466.1107	1112.4626	857.755	25.2579	219.4767	167.6795	39.4223	263.5305	94.9244	68.5569	6.4805	103.0005	1.2214	5413
ENSG00000181555	SETD2	143	1247	929.5	1019	1292.5	1253	101	568	734	889	334.5	446	0.0419	0.0569	0.0555	0.0736	0.4422	0.4806	0.48	0.5189	0.3858	0.42	0.4194	0.4544	0.6753	0.7089	0.7089	0.7411	0.848	0.8795	0.8799	0.9076	0.028	0.0481	0.0449	0.0726	0.5013	0.549	0.5483	0.5959	0.3926	0.4322	0.4314	0.4721	0.6987	0.7726	0.7728	0.8382	0.908	0.972	0.9776	0.9934	32.7023	542.051	220.2869	238.167	234.4438	323.8543	364.8823	149.9738	282.4785	38.8405	11.7577	232.1441	164.1496	134.9616	180.9792	237.8111	74.6015	22.0779	46.8851	1.8916	8172
ENSG00000164050	PLXNB1	325	4389.8333	3819	2666	5408.8333	5066.6667	136	1865.5	2494.5	2189.5	1044.5	1196	0.0305	0.0379	0.0375	0.046	0.2704	0.2875	0.2872	0.305	0.2237	0.2427	0.2423	0.2622	0.4208	0.4371	0.437	0.4535	0.5763	0.5937	0.5936	0.611	0.0252	0.0364	0.0352	0.0493	0.2459	0.2678	0.2672	0.2901	0.1942	0.2158	0.2151	0.238	0.4719	0.5149	0.5141	0.5574	0.6466	0.6882	0.6879	0.7281	62.5307	1585.767	531.9849	1318.2202	324.7554	1013.123	1086.3811	1399.0525	1284.6243	879.2715	23.7215	627.225	290.691	795.0169	205.3354	746.3484	189.9081	179.0393	240.207	108.9408	7308
ENSG00000115524	SF3B1	564.5	5170.8333	3754.8333	4818.8333	7116	5716	220	1385.5	1658.5	2467.5	781.5	1091	0.0529	0.0606	0.0603	0.0687	0.2211	0.2357	0.2355	0.2507	0.2267	0.2395	0.2393	0.2524	0.2993	0.3106	0.3105	0.3221	0.3833	0.3966	0.3965	0.4099	0.1225	0.1442	0.1432	0.1671	0.5148	0.5451	0.5448	0.5751	0.5075	0.5318	0.5316	0.5559	0.6537	0.6992	0.6991	0.7426	0.7753	0.8121	0.8123	0.8462	148.4991	2301.1766	524.0668	1699.022	718.4464	2282.0363	1381.3142	3065.6844	1452.4008	2209.7784	96.3039	571.5779	401.3419	335.0373	611.3933	538.3593	200.9745	86.5746	265.7739	61.6159	6526
ENSG00000144381	HSPD1	1495.3667	13426.7333	10586.2	12510.15	19002.6167	16801.85	254.3333	2541.0833	2426.45	3376.0833	1100.75	1531.5	0.0139	0.0166	0.0164	0.0195	0.1042	0.1105	0.1104	0.1171	0.0904	0.0959	0.0958	0.1014	0.1476	0.153	0.1529	0.1584	0.2258	0.2324	0.2323	0.2389	0.0362	0.0459	0.0452	0.0567	0.2002	0.2187	0.2182	0.2376	0.1971	0.2126	0.2123	0.2284	0.2214	0.2499	0.2489	0.2793	0.2895	0.3153	0.3148	0.3416	90.4375	5357.8934	706.5467	5684.8381	742.1356	7000.231	1843.2888	10205.9667	2599.2962	8587.4976	51.6345	1071.6873	288.3062	1030.1267	393.676	1458.0557	150.8252	452.8535	270.5189	587.4424	2455
ENSG00000152601	MBNL1	460	4040.5	2701.5	3821	5302.5	4006	112	1095	887	1469.5	451	532	0.0581	0.0669	0.0665	0.0761	0.2088	0.2254	0.2251	0.2424	0.1941	0.2072	0.2069	0.2205	0.3211	0.3343	0.3342	0.3476	0.4941	0.5105	0.5104	0.5268	0.108	0.1307	0.1294	0.1548	0.4585	0.4984	0.4978	0.5382	0.4178	0.4473	0.4469	0.4768	0.5961	0.6529	0.6527	0.7074	0.6986	0.7487	0.7491	0.7956	138.9853	1939.3908	377.1529	1296.0562	524.4975	2007.2517	1142.0724	2274.2504	1290.5637	1237.6185	73.0746	486.1366	211.7135	213.1466	344.1938	425.4223	128.5469	68.422	161.0178	54.1325	6458
ENSG00000160796	NBEAL2	814	9987	9232	6449	12648.8333	11347.5	232	3527.5	4911.5	4404	2033	2221	0.0189	0.0231	0.0229	0.0276	0.1417	0.1503	0.1502	0.1591	0.1166	0.126	0.1258	0.1357	0.2407	0.2496	0.2495	0.2585	0.4014	0.4122	0.4121	0.4229	0.0308	0.0395	0.0388	0.049	0.1975	0.2119	0.2116	0.2266	0.1526	0.1665	0.1661	0.1808	0.307	0.3337	0.3331	0.3608	0.4602	0.4885	0.4881	0.5166	74.4692	3147.9497	687.6528	3886.7752	409.399	2839.6822	1600.2527	4811.4168	2339.3137	3336.2274	48.3154	1175.6145	451.7823	1680.8058	313.3897	1568.9284	276.3079	551.8079	414.2925	433.9779	8827
ENSG00000113810	SMC4	596.5	5128.6667	4115.75	4651	5663.8333	4822.5	257	1532.8333	1908.5	2522	739	954.5	0.12	0.1313	0.131	0.143	0.426	0.4444	0.4443	0.4629	0.4296	0.4461	0.4459	0.4625	0.5361	0.5517	0.5516	0.5671	0.692	0.7085	0.7085	0.7246	0.1339	0.1561	0.1551	0.1795	0.6839	0.716	0.7159	0.7469	0.6996	0.7266	0.7265	0.7527	0.8037	0.8542	0.8546	0.8979	0.907	0.9523	0.9526	0.981	305.4115	2020.6359	875.0706	1093.9948	1103.9566	1371.0426	1536.4146	1248.8633	1485.1062	611.2339	106.5828	576.0094	395.8912	157.1506	553.5134	208.4297	128.3762	22.0394	84.8679	4.4953	5471
ENSG00000115053	NCL	1429.5	14227.3333	12052.3333	11546	19224.5	18671.5	326.5	2354.5	2629.1667	3053	1168	1796	0.0391	0.0435	0.0433	0.048	0.148	0.1555	0.1554	0.1632	0.1366	0.1438	0.1436	0.151	0.2238	0.2304	0.2303	0.237	0.3376	0.3453	0.3452	0.3529	0.0869	0.1025	0.1017	0.1189	0.3356	0.3592	0.3588	0.383	0.3183	0.339	0.3387	0.3599	0.3327	0.3664	0.3657	0.4006	0.506	0.5356	0.5353	0.565	242.9529	5348.1055	963.9401	5233.4647	919.6286	5477.6735	2530.413	8453.2237	3587.3805	6803.594	99.284	869.7126	397.2044	708.7045	474.4512	925.0912	199.3794	344.8038	413.7114	358.8492	4034
ENSG00000114416	FXR1	357	2941.5	2194	2778	3862	2972	101	889.5	840	1321	341.3333	433	0.0367	0.0458	0.0452	0.0556	0.1973	0.2158	0.2153	0.2348	0.1925	0.2085	0.2081	0.2248	0.328	0.3441	0.3439	0.3604	0.4784	0.4982	0.4981	0.5179	0.0809	0.1042	0.1024	0.1298	0.3917	0.4326	0.4317	0.4736	0.3846	0.4159	0.4154	0.4475	0.5138	0.5811	0.5801	0.6464	0.6528	0.7131	0.7131	0.7694	60.4849	1260.2218	281.1692	1021.8132	356.8218	1354.6015	797.8635	1520.7958	861.5846	867.9689	43.7171	375.6106	170.7578	224.0682	276.3189	388.1004	86.4431	62.4125	115.431	46.5493	8711
ENSG00000168036	CTNNB1	711.5	6906	5216.5	5884.5	10001	7801.5	122	1154	1189	1552	618.5	804	0.0219	0.0267	0.0264	0.0317	0.1175	0.1272	0.127	0.1372	0.1175	0.1264	0.1262	0.1355	0.1812	0.1892	0.1891	0.1973	0.263	0.2731	0.273	0.2833	0.0702	0.0897	0.0883	0.111	0.3717	0.4053	0.4046	0.4391	0.3341	0.3618	0.3613	0.3899	0.4071	0.4535	0.4526	0.5001	0.4974	0.5385	0.5381	0.5793	77.8352	2841.6272	394.245	2704.131	465.6936	3219.3469	1217.9046	5219.9815	1419.8865	3779.4711	47.3134	480.0235	232.2444	340.9099	289.4274	510.5401	140.1631	168.9822	215.4455	184.7018	3737
ENSG00000114812	VIPR1	32	379	404.5	291	606	470.6667	149.5	195	714	626	548.5	956.5	0.0189	0.0363	0.0219	0.0553	0.455	0.5218	0.5202	0.5877	0.4165	0.488	0.486	0.5592	0.524	0.5755	0.5749	0.6258	0.4753	0.5303	0.5294	0.5846	0.1055	0.1707	0.1617	0.2457	0.8704	0.935	0.9357	0.9757	0.8889	0.9587	0.9629	0.9896	0.9588	1	1	0.999	0.9887	1	1	0.9998	9.4788	260.4884	79.5085	72.9484	64.3975	67.6348	146.4312	108.121	119.1073	105.5901	13.0198	63.2759	54.7032	4.0305	42.9769	2.2434	76.3753	1.1157	267.0326	1.0211	3759
ENSG00000003756	RBM5	116.5	1283	831	943.8333	1363.5	1099.5	131	594.5	867	1088	397.5	516.3333	0.1379	0.162	0.1609	0.1875	0.7572	0.8027	0.8029	0.8442	0.6913	0.7306	0.7307	0.768	0.8545	0.8859	0.8862	0.9136	0.942	0.9783	0.9773	0.993	0.172	0.2124	0.21	0.2553	0.786	0.8346	0.8348	0.8777	0.8721	0.9163	0.9167	0.9512	0.9305	0.9927	1	0.9974	0.9831	1	1	0.9997	96.3061	498.0409	180.5813	44.5158	263.5172	97.2901	275.9707	35.6887	98.2988	2.751	55.168	204.5567	147.431	29.3432	120.0095	11.1082	50.5039	1.3553	178.3409	1.0269	5616
ENSG00000144802	NFKBIZ	100	793.5	716.5	684	1314	1039.5	240	654.5	1532	1607.8333	832	1450.5	0.7622	0.8191	0.8191	0.8693	0.8859	0.941	0.9418	0.9767	0.9355	0.9851	0.987	0.9958	0.9536	0.9919	0.99	0.9969	0.9801	1	1	0.9995	0.8095	0.8778	0.878	0.9316	0.9907	1	1	0.9998	0.9916	1	1	0.9998	0.9884	1	1	0.9998	0.9933	1	1	0.9999	113.6273	25.2222	67.5129	4.4486	65.8625	1.8015	94.3536	1.8517	160.5625	1.122	67.2012	9.5012	325.1934	1.019	358.3513	1.0184	258.992	1.0182	450.2674	1.011	3923
ENSG00000114019	AMOTL2	178	3843	3269.5	2526	3589.8333	2603	327	1721	4225	3821	1698	2343.5	0.462	0.4872	0.4869	0.5123	0.8861	0.9146	0.9147	0.9391	0.8678	0.8975	0.8976	0.9235	0.8998	0.9235	0.9237	0.944	0.9246	0.9526	0.9529	0.9739	0.4222	0.4589	0.4581	0.4956	0.9832	1	1	0.9996	0.972	1	1	0.9988	0.9864	1	1	0.9997	0.9943	1	1	0.9999	521.1911	548.7221	273.582	25.6909	287.1612	32.9589	360.133	29.9734	190.1707	9.6271	228.0099	268.9664	192.8076	1.148	132.7056	1.4272	224.7992	1.0413	531.5299	1.016	4521
ENSG00000181467	RAP2B	412	6050.5	4017	3577	6522.8333	5252	163	3439.5	3150.5	3696.8333	1284	1329	0.189	0.2019	0.2017	0.2151	0.601	0.6225	0.6224	0.6436	0.58	0.6012	0.6011	0.6221	0.754	0.7694	0.7694	0.7845	0.8561	0.8724	0.8725	0.8879	0.1958	0.2135	0.213	0.2315	0.6156	0.6413	0.6412	0.6665	0.5489	0.571	0.5708	0.5928	0.748	0.7874	0.7875	0.8242	0.8403	0.8786	0.879	0.912	513.839	2030.9939	874.8842	530.7964	878.1505	582.7669	1585.2242	475.2241	1036.1372	151.6367	303.0672	1116.8396	614.6485	343.8901	784.4495	589.5534	244.6966	66.1804	196.291	27.2593	8351
